qseqid	sseqid	evalue	identity	coverage	kingdom	phylum	class	order	family	genus	species
GL47913	Pseudaegerita_corticalis|EF029188|SH181123.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Pseudaegerita;s__Pseudaegerita_corticalis	3.17E-112	0.982978723	0.734375	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Pseudaegerita	Pseudaegerita_corticalis
ITS_OTUa_21853	Pseudaegerita_corticalis|EF029214|SH181124.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Pseudaegerita;s__Pseudaegerita_corticalis	5.78E-80	0.988095238	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Pseudaegerita	Pseudaegerita_corticalis
ITS_OTUa_31111	Pseudaegerita_corticalis|EF029194|SH004602.07FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Pseudaegerita;s__Pseudaegerita_corticalis	5.74E-80	0.994047619	1.005988024	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Pseudaegerita	Pseudaegerita_corticalis
GL47767	Rodwayella_citrinula|JN033414|SH018471.07FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Rodwayella;s__Rodwayella_citrinula	2.14E-133	0.985294118	0.847352025	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Rodwayella	Rodwayella_citrinula
GL47780	Rodwayella_citrinula|JN033414|SH018471.07FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Rodwayella;s__Rodwayella_citrinula	1.76E-134	0.988970588	0.847352025	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Rodwayella	Rodwayella_citrinula
GL48949	Trichopeziza_mollissima|AB481285|SH196494.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Trichopeziza;s__Trichopeziza_mollissima	2.10E-100	0.985645933	0.849593496	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Trichopeziza	Trichopeziza_mollissima
GL38653	Alatospora_acuminata|KF730798|SH215248.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__Alatospora_acuminata	5.06E-135	0.989010989	0.847826087	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora_acuminata
GL40283	Alatospora_acuminata|KF730798|SH215248.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__Alatospora_acuminata	5.73E-128	0.97752809	0.834375	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora_acuminata
GL46052	Alatospora_acuminata|KF730798|SH215248.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__Alatospora_acuminata	6.16E-134	0.985347985	0.847826087	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora_acuminata
GL46691	Alatospora_acuminata|KF730798|SH215248.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__Alatospora_acuminata	5.06E-135	0.989010989	0.847826087	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora_acuminata
GL47245	Alatospora_acuminata|KF730798|SH215248.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__Alatospora_acuminata	2.00E-127	0.981343284	0.8375	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora_acuminata
ITS_OTUa_20930	Alatospora_acuminata|KF730798|SH215248.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__Alatospora_acuminata	1.77E-73	0.981132075	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora_acuminata
ITS_OTUa_6481	Alatospora_acuminata|KU519110|SH215258.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__Alatospora_acuminata	6.22E-73	0.975	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora_acuminata
ITS_OTUa_23106	Alatospora_pulchella|KF730802|SH215244.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Alatospora;s__Alatospora_pulchella	2.32E-78	1	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora_pulchella
GL44838	Flagellospora_fusarioides|GU065606|SH190080.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Flagellospora;s__Flagellospora_fusarioides	3.21E-131	0.978021978	0.842592593	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Flagellospora	Flagellospora_fusarioides
ITS_OTUa_31470	Flagellospora_fusarioides|GU065606|SH190080.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Flagellospora;s__Flagellospora_fusarioides	1.93E-79	1	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Flagellospora	Flagellospora_fusarioides
GL45059	Gorgomyces_honrubiae|KC834057|SH032313.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Gorgomyces;s__Gorgomyces_honrubiae	7.59E-133	0.981751825	0.843076923	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Gorgomyces	Gorgomyces_honrubiae
GL45825	Gorgomyces_honrubiae|KC834057|SH032313.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Gorgomyces;s__Gorgomyces_honrubiae	4.18E-136	0.989090909	0.848765432	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Gorgomyces	Gorgomyces_honrubiae
GL30860	Leotia_lubrica|UDB004152|SH196166.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Leotia;s__Leotia_lubrica	1.21E-149	0.993311037	0.859195402	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotia	Leotia_lubrica
GL33871	Leotia_lubrica|UDB004152|SH196166.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Leotia;s__Leotia_lubrica	3.25E-144	0.97993311	0.859195402	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotia	Leotia_lubrica
GL36423	Leotia_lubrica|AY144547|SH196167.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Leotia;s__Leotia_lubrica	3.15E-144	0.993079585	0.855029586	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotia	Leotia_lubrica
GL37212	Leotia_lubrica|UDB015768|SH206117.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Leotia;s__Leotia_lubrica	6.01E-101	0.995121951	0.833333333	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotia	Leotia_lubrica
ITS_OTUa_1476	Leotia_lubrica|UDB004152|SH196166.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Leotia;s__Leotia_lubrica	2.40E-78	0.993939394	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotia	Leotia_lubrica
ITS_OTUa_31010	Leotia_lubrica|UDB015768|SH206117.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Leotia;s__Leotia_lubrica	2.78E-59	0.977443609	0.711229947	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotia	Leotia_lubrica
GL46963	Miniancora_allisoniensis|KC834064|SH018484.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Miniancora;s__Miniancora_allisoniensis	1.45E-135	0.989051095	0.848297214	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Miniancora	Miniancora_allisoniensis
GL05214	Neobulgaria_pura|GU934595|SH216870.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Neobulgaria;s__Neobulgaria_pura	7.54E-133	0.981751825	0.848297214	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria	Neobulgaria_pura
GL29284	Neobulgaria_pura|GU934595|SH216870.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Neobulgaria;s__Neobulgaria_pura	9.21E-132	0.97810219	0.845679012	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria	Neobulgaria_pura
GL45537	Neobulgaria_pura|GU934595|SH216870.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Neobulgaria;s__Neobulgaria_pura	7.08E-127	0.971014493	0.851851852	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria	Neobulgaria_pura
GL46499	Neobulgaria_pura|GU934595|SH216870.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Neobulgaria;s__Neobulgaria_pura	1.66E-128	0.974545455	0.851393189	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria	Neobulgaria_pura
GL47061	Neobulgaria_pura|GU934595|SH216870.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Neobulgaria;s__Neobulgaria_pura	4.74E-129	0.974452555	0.850931677	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria	Neobulgaria_pura
ITS_OTUa_2314	Neobulgaria_pura|GU934595|SH216870.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Neobulgaria;s__Neobulgaria_pura	1.28E-95	0.985	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria	Neobulgaria_pura
ITS_OTUa_25648	Pezoloma_ciliifera|KC412000|SH184437.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ciliifera	3.17E-70	0.974842767	1.006329114	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ciliifera
ITS_OTUa_3871	Pezoloma_ciliifera|KC412000|SH184437.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ciliifera	1.18E-75	0.993670886	1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ciliifera
GL03388	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	9.24E-139	0.996363636	0.749318801	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL03519	Pezoloma_ericae|GQ996148|SH181096.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	3.40E-137	0.996323529	0.847352025	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL04201	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	4.11E-136	0.989090909	0.862068966	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL05317	Pezoloma_ericae|AJ430114|SH181091.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	4.17E-136	0.989247312	0.86377709	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL05657	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.34E-129	0.970909091	0.862068966	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL31430	Pezoloma_ericae|GQ996148|SH181096.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.14E-133	0.985294118	0.847352025	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL40260	Pezoloma_ericae|KC019899|SH181083.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	7.22E-87	0.978494624	0.812227074	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL42269	Pezoloma_ericae|AF081435|SH214280.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	5.01E-135	0.992592593	0.846394984	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL45279	Pezoloma_ericae|HM240064|SH181099.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.76E-134	0.988970588	0.847352025	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL45770	Pezoloma_ericae|FJ553302|SH181116.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.69E-101	1	0.838842975	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL46581	Pezoloma_ericae|FJ553302|SH181116.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.63E-132	0.981818182	0.851393189	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL46837	Pezoloma_ericae|KF617598|SH181092.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.44E-135	0.992619926	0.846875	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL46846	Pezoloma_ericae|GQ996148|SH181096.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.14E-133	0.985294118	0.847352025	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47232	Pezoloma_ericae|KC019899|SH181083.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.19E-90	0.979274611	0.814345992	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47370	Pezoloma_ericae|AJ430114|SH181091.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	3.19E-131	0.974820144	0.863354037	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47402	Pezoloma_ericae|FJ554107|SH181095.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	9.77E-138	0.996336996	0.847826087	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47449	Pezoloma_ericae|KF617598|SH181092.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	7.33E-133	0.985239852	0.86031746	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47453	Pezoloma_ericae|KF274217|SH181131.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	7.97E-120	0.976377953	0.79375	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47516	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	9.15E-132	0.978417266	0.863354037	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47569	Pezoloma_ericae|KJ817286|SH181098.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	6.12E-134	0.988929889	0.846875	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47686	Pezoloma_ericae|GQ996148|SH181096.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.11E-130	0.981617647	0.85	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47710	Pezoloma_ericae|GQ996148|SH181096.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.14E-133	0.985294118	0.847352025	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL47803	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	6.14E-134	0.981949458	0.862928349	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48068	Pezoloma_ericae|HM240064|SH181099.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	4.95E-102	0.995215311	0.846153846	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48154	Pezoloma_ericae|GQ996148|SH181096.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.14E-133	0.985294118	0.847352025	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48158	Pezoloma_ericae|GQ996148|SH181096.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.74E-134	0.988970588	0.855345912	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48177	Pezoloma_ericae|KF617598|SH181092.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.44E-135	0.992619926	0.846875	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48473	Pezoloma_ericae|KC019899|SH181083.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	8.13E-93	0.975247525	0.841666667	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48526	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	3.86E-130	0.974637681	0.8625	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48547	Pezoloma_ericae|HQ212249|SH181087.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.19E-136	0.996309963	0.84423676	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48564	Pezoloma_ericae|KC019899|SH181083.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	8.51E-126	0.970588235	0.85	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48595	Pezoloma_ericae|KJ817286|SH181098.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	7.46E-133	0.985239852	0.846875	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48673	Pezoloma_ericae|HF947884|SH214296.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.35E-129	0.981343284	0.8375	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48738	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	4.11E-136	0.989090909	0.862068966	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48748	Pezoloma_ericae|UDB012594|SH181111.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	8.42E-126	0.970149254	0.845425868	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48867	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	1.75E-134	0.985507246	0.8625	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48871	Pezoloma_ericae|AF149067|SH214298.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.44E-126	0.973782772	0.834375	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48880	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.59E-132	0.978181818	0.862068966	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48915	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	5.01E-135	0.985454545	0.862068966	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL48994	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.13E-133	0.981818182	0.862068966	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL49001	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	7.46E-133	0.981884058	0.8625	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL49002	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	5.01E-135	0.985454545	0.862068966	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL49005	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	5.01E-135	0.985454545	0.862068966	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL49006	Pezoloma_ericae|AF081435|SH214280.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.60E-132	0.985185185	0.84375	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL49007	Pezoloma_ericae|HF947884|SH214296.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	4.11E-136	0.996296296	0.846394984	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL49030	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	2.59E-132	0.978181818	0.862068966	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
GL49062	Pezoloma_ericae|AJ319078|SH214266.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Pezoloma;s__Pezoloma_ericae	7.90E-93	0.975	0.854700855	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma_ericae
