"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3"
"chlamydospores hyaline, slightly thick-walled, oval, 6.0-12.0 x 5.31-8.2 µm,","Boletus pinicola_72805_7390","chlamydospores","6.0-12.0 x 5.31-8.2",9,6.755,NA
"Chlamydospores present in the context, globose, slightly thick-walled, negative in Melzer's reagent, 4-10 µm","Polyporus fissilis_36275_44643","Chlamydospores","4-10",7,NA,NA
"Chlamydospores in intercalary in hyphae, globose to subglobose, very rare, smooth, 7-10 µm.","Thyronectria virens_353721_47748","Chlamydospores","7-10",8.5,NA,NA
"chlamydospores 1-septate, 7-17 x 4-7 µm,","Acrothecium pauciseptatum_147719_21451","chlamydospores","7-17 x 4-7",12,5.5,NA
"??chlamydospores 1-septate 7-17 x 4-7 µm.","Acrothecium pauciseptatum_147719_23641","??chlamydospores","7-17 x 4-7",12,5.5,NA
"chlamydospores rare or apparently lacking, terminal or intercalary, thin-walled, 7.5-16.5 x 5.0-9.0 µm;","Lenzites sepiaria_11793_699","chlamydospores","7.5-16.5 x 5.0-9.0",12,7,NA
"chlamydospores numerous, broadly ovoid, with thick walls, 12.0-18.0 µm","Daedaleites quercinus_356434_664","chlamydospores","12.0-18.0",15,NA,NA
"Chlamydospores ovoid to globose, 11-16 x 9-13 µm,","Corticium effuscatum_7818_1639","Chlamydospores","11-16 x 9-13",13.5,11,NA
"chlamydospores numerous, terminal and intercalary, thin-walled, 7.5-12.0 x 6.0-9.0 µm.","Agaricus tigrinus_70167_697","chlamydospores","7.5-12.0 x 6.0-9.0",9.75,7.5,NA
"chlamydospores few in number in young cultures, more numerous in ageing cultures; zygospores [CBS 213.75 (+) x CBS 226.32 (-) on beerwort agar at 24° ] formed in the aerial mycelium in a ladder-1ike fashion, globose or subglobose, up to 85 µm","Mucor plumbeus_16433_14987","chlamydospores","85",85,NA,NA
"Chlamydospores globose, 9.5-13.5 µm","Merulius borealis_73216_1601","Chlamydospores","9.5-13.5",11.5,NA,NA
"chlamydospores numerous, intercalary and terminal, globose, thick-walled (1.6 µm","Merulius borealis_73216_13312","chlamydospores","(1.6",1.6,NA,NA
"chlamydospores rare or apparently lacking, terminal or intercalary, thin-walled, 7.5-16.5 x 5.0-9.0 µm;","Daedalea sepiaria_73071_699","chlamydospores","7.5-16.5 x 5.0-9.0",12,7,NA
"Chlamydospores ovoid or limoniform to fusiform, often elongate by 6 wk, 12-29 x 6-12 µm,","Thelephora granulosa_72344_1640","Chlamydospores","12-29 x 6-12",20.5,9,NA
"Chlamydospores are common in cultures two weeks old and continue to form throughout the period of observation. They are swollen, lemon-shaped bodies, formed by the rounding up of the cytoplasm of a single cell and eventually cut off from the parent cell by simple septa, thin-walled at first, becoming slightly thick-walled when mature, hyaline, staining in phloxine, the contents occasionally granular, 7.8-15.6 X 4.7-7.8 µm","Thelephora granulosa_72344_43592","Chlamydospores","7.8-15.6 x 4.7-7.8",11.7,6.25,NA
"Chlamydospores form sparsely as single globose cells 6-11 µm","Sphaeria pulicaris_119960_14347","Chlamydospores","6-11",8.5,NA,NA
"chlamydospores numerous, ovoid to ellipsoid or elongate, intercalary or terminal, with thin walls and contents staining deeply in phloxine, 10.5-18.0(-28.0) x 6.0-10.5 µm.","Lenzites trabea_11802_700","chlamydospores","10.5-18.0(-28.0) x 6.0-10.5",18,8.25,NA
"Chlamydospores 33-40 x 30-39 µm,","Glomus microcarpum_165556_40385","Chlamydospores","33-40 x 30-39",36.5,34.5,NA
"Chlamydospores 148-222 x 136-171 µm,","Glomus macrocarpum_165590_40386","Chlamydospores","148-222 x 136-171",185,153.5,NA
"chlamydospores numerous, broadly ovoid, with thick walls, 12.0-18.0 µm","Agaricus quercinus_72821_664","chlamydospores","12.0-18.0",15,NA,NA
"Chlamydospores with a diameter of 4.5-7 x 3.5-5 µm","Geastrum pseudolimbatus_121579_36624","Chlamydospores","4.5-7 x 3.5-5",5.75,4.25,NA
"Chlamydospores 9.6-10.5 µm,","Ganoderma parvulum_77219_58058","Chlamydospores","9.6-10.5",10.05,NA,NA
"chlamydospores or oidia but showing swollen thin-walled regions in feeder-hyphae close to the main filaments-these regions are intercalary, oval to obovate, up to 250 x 150 µm","Phycomyces nitens_21437_255","chlamydospores","250 x 150",250,150,NA
"Chlamydospores globose to limoniform, 8-15 x 6-12(-15) µm,","Thelephora fusca_72527_1713","Chlamydospores","8-15 x 6-12(-15)",11.5,12,NA
"chlamydospores subsphériques, x 8-12 µm","Hypochnus peniophoroides_72255_4146","chlamydospores"," 8-12",10,NA,NA
"chlamydospores fairly numerous, with walls thin or slightly thickened, at first hyaline with contents stained in phloxine, later empty, broadly ovoid, 7 5-10 5 x 6.5-9.0 µm;","Fomes tinctorius_34501_666","chlamydospores","7 5-10 5 x 6.5-9.0",90,7.75,NA
"Chlamydospores ovoid to limoniform, 11-20 x 6-12 µm,","Fomes tinctorius_34501_1645","Chlamydospores","11-20 x 6-12",15.5,9,NA
"chlamydospores may form in macroconidia and occasionally aseptate intercalary chlamydospores from the hyphae, oval to globose, 7-10 x 7 µm","Sphaeria baccata_166699_14281","chlamydospores","7-10 x 7",8.5,7,NA
"chlamydospores from the hyphae, oval to globose, 7-10 x 7 µm","Sphaeria baccata_166699_14281","chlamydospores","7-10 x 7",8.5,7,NA
"chlamydospores or oidia but showing swollen thin-walled regions in feeder-hyphae close to the main filaments-these regions are intercalary, oval to obovate, up to 250 x 150 µm","Mucor nitens_150609_255","chlamydospores","250 x 150",250,150,NA
"Chlamydospores broadly ellipsoid to fusiform or irregular in shape, intercalary, usually solitary but sometimes in chains, 13-28 µm","Blakeslea trispora_3144_405","Chlamydospores","13-28",20.5,NA,NA
"chlamydospores numerous, broadly ovoid, with thick walls, 12.0-18.0 µm","Daedalea quercina_7909_664","chlamydospores","12.0-18.0",15,NA,NA
"Chlamydospores frequent, forming early on the new mycelium, 20-40 µm","Phloeophthora nicotianae_411274_13859","Chlamydospores","20-40",30,NA,NA
"Chlamydospores present in ca 50% of cultures, spherical, (22-) 33 (-52) µm","Phloeophthora nicotianae_411274_18198","Chlamydospores","(22-) 33 (-52)",33,NA,NA
"chlamydospores numerous, usually terminal but occasionally intercalary, contents hyaline to golden brown, walls at first thin, finally fairly thick, globose to subglobose, 9.0-12.0 x 9.0-10.5 µm.","Thelephora abietina_72510_772","chlamydospores","9.0-12.0 x 9.0-10.5",10.5,9.75,NA
"Chlamydospores (Fig. 18a) obovate to obpyriform, 14-18 x 8-12 µm,","Thelephora abietina_72510_1606","Chlamydospores","14-18 x 8-12",16,10,NA
"Chlamydospores not seen; giant cells very common with irregularly ramified finger-1ike branches, c. 30-38 µm","Mucor ramosus_167356_13936","Chlamydospores",". 30-38",34,NA,NA
"chlamydospores numerous, the latter formed either on the mycelium or in thesporangiophores and even in the columellae, hyaline or yellow, with a smooth membrane of various shapes, 20-30 µm","Mucor racemosus_37917_13941","chlamydospores","20-30",25,NA,NA
"Chlamydospores numerous in aerial mycelium, sporangiophores and sometimes in the columellae and suspensors, doliiform, sub-globose or globose, often wider than hyphae and up to 30 µm","Mucor racemosus_37917_14828","Chlamydospores","30",30,NA,NA
"chlamydospores hyaline, slightly thick-walled, single or in chains, terminal or intercalary, always with a small clamp connection at base, of various shapes, ovoid, elliptical, or even cylindrical, 6.5-43 x 3.2-7.8 µm","Daedalea sprucei_74017_2240","chlamydospores","6.5-43 x 3.2-7.8",24.75,5.5,NA
"Chlamydospores usually present, especially in old cultures, singly or in short chains, mostly brown or dark brown, smooth-walled to slightly roughened, globose, subglobose to pyriform, thick-walled, 4.0-8.0 µm,","Paecilomyces variotii_18284_8138","Chlamydospores","4.0-8.0",6,NA,NA
"Chlamydospores usually present, singly or in short chains, brown, subspherical to pyriform, 4-8 µm","Paecilomyces variotii_18284_11814","Chlamydospores","4-8",6,NA,NA
"Chlamydospores globose to limoniform, 6-10 x 5-8 µm,","Hydnum dissitum_75055_1638","Chlamydospores","6-10 x 5-8",8,6.5,NA
"Chlamydospores scattered at 2 weeks, more common later,terminal and intercalary, fusoid to clavate, finally subglobose, about 7-10 x 6-8 µm,","Hydnum dissitum_75055_32923","Chlamydospores","7-10 x 6-8",8.5,7,NA
"Chlamydospores rectangular, 56-2000 x 12-50 µm,","Achlya ambisexualis_149_14928","Chlamydospores","56-2000 x 12-50",1028,31,NA
"chlamydospores numerous (older mycelium consisting mostly of chlamydospores), thick-walled, terminal and intercalary both, usually globose to subglobose, 4.3-9.8 µm","Phaeolus biennis_68258_7293","chlamydospores","4.3-9.8",7.05,NA,NA
"Chlamydospores present in context. hyaline, smooth, subglobose, 7-10 µm","Phaeolus biennis_68258_43855","Chlamydospores","7-10",8.5,NA,NA
"chlamydospores fixées à l'extrémité de filaments très fins. Elles sont à peu près sphériques et mesurent 6 p. de diamètre. N'ayant qu'une culture, je n'ai pas pu établir s'il s'agissait d'une espèce homo-ou hétérothallique. Je n'ai nulle part observé de zygospores. Nous résumerons par le tableau suivant les caractères de l'A. Butleri en regard avec ceux des espèces voisines OrganesAbsidia ButleriA. ramosa var.A. rani. var.A. Lichtheini ZurcheriRasti Sporanges28 µm","Tieghemella butleri_168902_425","chlamydospores","28",28,NA,NA
"chlamydospores 4-9 µm","Tieghemella butleri_168902_7557","chlamydospores","4-9",6.5,NA,NA
"Chlamydospores globose, 8-10 µm","Gloeocystidium chrysocreas_68101_1767","Chlamydospores","8-10",9,NA,NA
"chlamydospores abundant to rare, terminal on short side branches with clamp connection immediately below or at base of branch, or intercalary, globose to subglobose, with thick hyaline wall, 6-10 µm","Gloeocystidium chrysocreas_68101_43176","chlamydospores","6-10",8,NA,NA
"chlamydospores mostly 15 x 12 µm,","Tieghemella coerulea_160697_326","chlamydospores","15 x 12",15,12,NA
"Chlamydospores scattered in the context and trama, reddish brown in KOH, globose, thick-walled, 18-23 wide, with a coarse reticulum and blunt projections up to 4 µm","Ganoderma colossus_11221_44923","Chlamydospores","4",4,NA,NA
"chlamydospores 10-15 x 8.5-11.5 µm,","Tieghemella cylindrospora_203242_7570","chlamydospores","10-15 x 8.5-11.5",12.5,10,NA
"Chlamydospores ovoid to globose, 11-16 x 9-13 µm,","Asterostromella effuscata_67941_1639","Chlamydospores","11-16 x 9-13",13.5,11,NA
"chlamydospores 10.0 to 12.5 µm","Aspergillus clavato-nanica_418288_12072","chlamydospores","12.5",12.5,NA,NA
"Chlamydospores terminal in chains, obovate to oval, thick-walled, brown, 9-18 x 6-13 µm.","Ceratostomella fimbriata_32582_13965","Chlamydospores","9-18 x 6-13",13.5,9.5,NA
"Chlamydospores formed singly or in short chains on cylindrical, septate or aseptate, subhyaline to pale brown conidiophores, ovoid, smooth to rough, thick-walled, pale brown to dark brown, 9-15 x 7.5-11 µm,","Ceratostomella fimbriata_32582_23177","Chlamydospores","9-15 x 7.5-11",12,9.25,NA
"chlamydospores 6-11 µm","Absidia fusca_63_7564","chlamydospores","6-11",8.5,NA,NA
"Chlamydospores globose to limoniform, 8-12(-29) x 8-15 µm,","Mycoleptodon fuscoater_68217_1725","Chlamydospores","8-12(-29) x 8-15",12,11.5,NA
"Chlamydospores globose to limoniform, 8-12(-29) x 8-15 µm,","Mycoacia fuscoatra_16800_1725","Chlamydospores","8-12(-29) x 8-15",12,11.5,NA
"Chlamydospores ovoid or limoniform to fusiform, often elongate by 6 wk, 12-29 x 6-12 µm,","Asterostromella granulosa_67942_1640","Chlamydospores","12-29 x 6-12",20.5,9,NA
"Chlamydospores are common in cultures two weeks old and continue to form throughout the period of observation. They are swollen, lemon-shaped bodies, formed by the rounding up of the cytoplasm of a single cell and eventually cut off from the parent cell by simple septa, thin-walled at first, becoming slightly thick-walled when mature, hyaline, staining in phloxine, the contents occasionally granular, 7.8-15.6 X 4.7-7.8 µm","Asterostromella granulosa_67942_43592","Chlamydospores","7.8-15.6 x 4.7-7.8",11.7,6.25,NA
"Chlamydospores ovoid or limoniform to fusiform, often elongate by 6 wk, 12-29 x 6-12 µm,","Vararia granulosa_28642_1640","Chlamydospores","12-29 x 6-12",20.5,9,NA
"Chlamydospores are common in cultures two weeks old and continue to form throughout the period of observation. They are swollen, lemon-shaped bodies, formed by the rounding up of the cytoplasm of a single cell and eventually cut off from the parent cell by simple septa, thin-walled at first, becoming slightly thick-walled when mature, hyaline, staining in phloxine, the contents occasionally granular, 7.8-15.6 X 4.7-7.8 µm","Vararia granulosa_28642_43592","Chlamydospores","7.8-15.6 x 4.7-7.8",11.7,6.25,NA
"Chlamydospores abundant. By strains from eastern Washington and adjacent Idaho. ** Ajello, L., 1959, Mycologia, 51: 69-76. ** Griffin, D. M., 1960, Trans. Br. mycol. Soc., 43: 638-639 (637-642). ** Narayanan, S. A., 1962, Sydowia, 16: 77-84. => p. 80-81. Microsporum gypseum: colonies thick, raised, shining, cream white; microconidia 2.3-2.75 x 2.2 µm:","Microsporum gypseum_58258_37810","Chlamydospores","2.3-2.75 x 2.2",2.525,2.2,NA
"Chlamydospores abundant. By strains from eastern Washington and adjacent Idaho. ** Ajello, L., 1959, Mycologia, 51: 69-76. ** Griffin, D. M., 1960, Trans. Br. mycol. Soc., 43: 638-639 (637-642). ** Narayanan, S. A., 1962, Sydowia, 16: 77-84. => p. 80-81. Microsporum gypseum: colonies thick, raised, shining, cream white; microconidia 2.3-2.75 x 2.2 µm:","Sabouraudites gypseus_285151_37810","Chlamydospores","2.3-2.75 x 2.2",2.525,2.2,NA
"chlamydospores with chromophilic walls, 4-8 µm","Acremonium kiliense_398_13819","chlamydospores","4-8",6,NA,NA
"Chlamydospores intercalary or terminal, usually formed singly, occasionally in short chains, 4-6,5 x 3,5-5,5 µm,","Acremonium kiliense_398_15523","Chlamydospores","4-6,5 x 3,5-5,5",5.25,4.5,NA
"chlamydospores with chromophilic walls, 4-8 µm","Cephalosporium kiliense_32546_13819","chlamydospores","4-8",6,NA,NA
"Chlamydospores intercalary or terminal, usually formed singly, occasionally in short chains, 4-6,5 x 3,5-5,5 µm,","Cephalosporium kiliense_32546_15523","Chlamydospores","4-6,5 x 3,5-5,5",5.25,4.5,NA
"Chlamydospores abundant, hyaline to brown, spherical, 6-9 µm","Bactridium lichenicolum_418389_11724","Chlamydospores","6-9",7.5,NA,NA
"chlamydospores rare or apparently lacking, with walls slightly thickened, terminal or intercalary, 9.0-13.5 x 7.5-10.5 µm.","Grifola montana_68120_737","chlamydospores","9.0-13.5 x 7.5-10.5",11.25,9,NA
"Chlamydospores 4-6 µm","Bisporomyces chlamydosporis_418472_23586","Chlamydospores","4-6",5,NA,NA
"Chlamydospores frequent, forming early on the new mycelium, 20-40 µm","Phytophthora parasitica var. nicotianae_35959_13859","Chlamydospores","20-40",30,NA,NA
"Chlamydospores present in ca 50% of cultures, spherical, (22-) 33 (-52) µm","Phytophthora parasitica var. nicotianae_35959_18198","Chlamydospores","(22-) 33 (-52)",33,NA,NA
"chlamydospores x 5-9 µm","Stereum parvulum_35983_32737","chlamydospores"," 5-9",7,NA,NA
"chlamydospores 14-28 x 20-32 µm","Choanephora persicaria_11593_428","chlamydospores","14-28 x 20-32",21,26,NA
"Chlamydospores 12-28 x 18-28 µm,","Choanephora persicaria_11593_13938","Chlamydospores","12-28 x 18-28",20,23,NA
"Chlamydospores terminal or intercalary, hyaline, (sub)globose to broadly ellipsoidal or more rarely pyriform, 11-60 µm","Sporotrichum pruinosum_26227_968","Chlamydospores","11-60",35.5,NA,NA
"chlamydospores are less frequent and usually smaller and ellipsoidal. Within S. pulverulentum sensu Burdsall the number of swellings and the shape and size of the chlamydospores are very variable. In some strains more or less globose, thick-walled chlamydospores up to 60 µm","Sporotrichum pruinosum_26227_968","chlamydospores","60",60,NA,NA
"chlamydospores are very variable. In some strains more or less globose, thick-walled chlamydospores up to 60 µm","Sporotrichum pruinosum_26227_968","chlamydospores","60",60,NA,NA
"chlamydospores up to 60 µm","Sporotrichum pruinosum_26227_968","chlamydospores","60",60,NA,NA
"Chlamydospores in long chains, brown to dark brown, each element subglobose, 8-11 µm","Phoma prunicola_21233_13959","Chlamydospores","8-11",9.5,NA,NA
"Chlamydospores arising from swollen parts of the hyphae, thick-walled, ellipsoid or oblong, often with a slightly flattened or truncated end, yellow in masses, negative in Melzer's reagent, 5-10 x 3.5-7 µm.","Tyromyces ptychogaster_28273_44468","Chlamydospores","5-10 x 3.5-7",7.5,5.25,NA
"Chlamydospores abundantly produced, singly or in short chains, thick­walled, brown, subglobose to pyriform, up to 10 µm","Corethropsis puntonii_6811_8130","Chlamydospores","10",10,NA,NA
"Chlamydospores abundantly produced, singly or in short chains, thick­walled, brown, subglobose to pyriform, up to 10 µm","Paecilomyces puntonii_18275_8130","Chlamydospores","10",10,NA,NA
"Chlamydospores varied in sharpe, globose to limoniform, spathulate, or cylindrical, 5-13 x 3.5-10 µm,","Corticium racemosum_68023_1830","Chlamydospores","5-13 x 3.5-10",9,6.75,NA
"chlamydospores common in substrate hyphae; zygospores [CBS 108.17 (-) x CBS 277.49 (+), on beerwort agar at 25°C] globose to slightly compressed between suspensors, up to 115 x 105 µm,","Mucor racemosus var. lusitanicus_143547_14982","chlamydospores","115 x 105",115,105,NA
"Chlamydospores occasional in old cultures, thin-walled, 3-5 µm","Cephalosporium recifei_32557_15526","Chlamydospores","3-5",4,NA,NA
"chlamydospores round, terminal, slightly thick-walled, 7.70-10.12 µm","Ochroporus robustus_90340_7394","chlamydospores","7.70-10.12",8.91,NA,NA
"chlamydospores round, terminal, slightly thick-walled, 7.70-10.12 µm","Polyporus robustus_68289_7394","chlamydospores","7.70-10.12",8.91,NA,NA
