"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Curvularia mosaddeghii","leaf spot","leaf_spots","leaf_spots"
"Curvularia nodosa","leaf spot","leaf_spots","leaf_spots"
"Curvularia papendorfii","leaf spot","leaf_spots","leaf_spots"
"Curvularia penniseti","leaf spot","leaf_spots","leaf_spots"
"Curvularia petersonii","leaf spot","leaf_spots","leaf_spots"
"Curvularia platzii","leaf spot","leaf_spots","leaf_spots"
"Curvularia pseudobrachyspora","leaf spot","leaf_spots","leaf_spots"
"Curvularia sorghicola","leaf spot","leaf_spots","leaf_spots"
"Curvularia tsudae","leaf spot","leaf_spots","leaf_spots"
"Curvularia variabilis","leaf spot","leaf_spots","leaf_spots"
"Curvularia warraberensis","leaf spot","leaf_spots","leaf_spots"
"Cycloconium phillyreae","leaf spot","leaf_spots","leaf_spots"
"Cylindrocladium brasiliense","leaf spot","leaf_spots","leaf_spots"
"Cylindrocladium brazilliensis","leaf spot","leaf_spots","leaf_spots"
"Cylindrocladium hawksworthii","leaf spot","leaf_spots","leaf_spots"
"Cylindrocladium leucothoes","leaf spot","leaf_spots","leaf_spots"
"Cylindrocladium leucothoës","leaf spot","leaf_spots","leaf_spots"
"Cylindrocladium madagascariense","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium adoxae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium agrestis","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium ajugae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium apocyni","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium astragali","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium bakeri","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium capsellae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium caryigenum","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium crassiusculum","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium crataegi","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium eryngii","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium eucalypti","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium evanida","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium filicis-feminae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium fraxini","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium galegae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium gei","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium geranii","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium grevilleanum","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium heraclei","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium iridis","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium leptospermum","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium longisporum","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium marrubii","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium oreophilum","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium parietariae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium passaloroides","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium polygalae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium primulae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium rhabdosporum","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium ribis","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium roseum","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium samuelii","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium septatum","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium sesami","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium tephrosiae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium thalictricola","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium thesii","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium ulmariae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium urticae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium valerianae","leaf spot","leaf_spots","leaf_spots"
"Cylindrosporium vermiforme","leaf spot","leaf_spots","leaf_spots"
"Cylindrosympodioides brabejum","leaf spot","leaf_spots","leaf_spots"
"Dactylaria crinospora","leaf spot","leaf_spots","leaf_spots"
"Dactylaria juncicola","leaf spot","leaf_spots","leaf_spots"
"Davidiella variabile","leaf spot","leaf_spots","leaf_spots"
"Dendryphion canavaliae","leaf spot","leaf_spots","leaf_spots"
"Dendryphion nanum","leaf spot","leaf_spots","leaf_spots"
"Depazea batatae","leaf spot","leaf_spots","leaf_spots"
"Depazea batatas","leaf spot","leaf_spots","leaf_spots"
"Depazea cruenta","leaf spot","leaf_spots","leaf_spots"
"Diaporthe canthii","leaf spot","leaf_spots","leaf_spots"
"Diaporthe cassines","leaf spot","leaf_spots","leaf_spots"
"Diaporthe ceratozamiae","leaf spot","leaf_spots","leaf_spots"
"Diaporthe diospyricola","leaf spot","leaf_spots","leaf_spots"
"Diaporthe eucalyptorum","leaf spot","leaf_spots","leaf_spots"
"Diaporthe nelumbonis","leaf spot","leaf_spots","leaf_spots"
"Diaporthe obtusifoliae","leaf spot","leaf_spots","leaf_spots"
"Diaporthe salicicola","leaf spot","leaf_spots","leaf_spots"
"Diaporthe velutina","leaf spot","leaf_spots","leaf_spots"
"Diatrype punctiformis","leaf spot","leaf_spots","leaf_spots"
"Dichomera eucalypti","leaf spot","leaf_spots","leaf_spots"
"Dichotomophthora portulacae","leaf spot","leaf_spots","leaf_spots"
"Dicoccum nebulosum","leaf spot","leaf_spots","leaf_spots"
"Dictyocephala ulmifoliae","leaf spot","leaf_spots","leaf_spots"
"Didymaria alismatis","leaf spot","leaf_spots","leaf_spots"
"Didymaria astragali","leaf spot","leaf_spots","leaf_spots"
"Didymaria boringuensis","leaf spot","leaf_spots","leaf_spots"
"Didymaria chelidonii","leaf spot","leaf_spots","leaf_spots"
"Didymaria didyma","leaf spot","leaf_spots","leaf_spots"
"Didymaria effusa","leaf spot","leaf_spots","leaf_spots"
"Didymaria graminella","leaf spot","leaf_spots","leaf_spots"
"Didymaria hydrophylli","leaf spot","leaf_spots","leaf_spots"
"Didymaria lindaviana","leaf spot","leaf_spots","leaf_spots"
"Didymaria onobrychidis","leaf spot","leaf_spots","leaf_spots"
"Didymaria puncta","leaf spot","leaf_spots","leaf_spots"
"Didymaria ranunculi-montani","leaf spot","leaf_spots","leaf_spots"
"Didymaria scirpina","leaf spot","leaf_spots","leaf_spots"
"Didymaria spissa","leaf spot","leaf_spots","leaf_spots"
"Didymaria ungeri","leaf spot","leaf_spots","leaf_spots"
"Didymaria wyethiae","leaf spot","leaf_spots","leaf_spots"
"Didymella acaciae","leaf spot","leaf_spots","leaf_spots"
"Didymella infuscatispora","leaf spot","leaf_spots","leaf_spots"
"Didymella mycopappi","leaf spot","leaf_spots","leaf_spots"
"Didymella ocimicola","leaf spot","leaf_spots","leaf_spots"
"Didymella segeticola","leaf spot","leaf_spots","leaf_spots"
"Didymella sinensis","leaf spot","leaf_spots","leaf_spots"
"Diploceras discosioides","leaf spot","leaf_spots","leaf_spots"
"Diplodina brachypodii","leaf spot","leaf_spots","leaf_spots"
"Diplodina glaucii","leaf spot","leaf_spots","leaf_spots"
"Diplorhinotrichum juncicola","leaf spot","leaf_spots","leaf_spots"
"Discochora philoprina","leaf spot","leaf_spots","leaf_spots"
"Discochora rhodorae","leaf spot","leaf_spots","leaf_spots"
"Disculoides calophyllae","leaf spot","leaf_spots","leaf_spots"
"Disculoides corymbiae","leaf spot","leaf_spots","leaf_spots"
"Disculoides eucalypti","leaf spot","leaf_spots","leaf_spots"
"Dissoconium australiensis","leaf spot","leaf_spots","leaf_spots"
"Dissoconium commune","leaf spot","leaf_spots","leaf_spots"
"Distocercospora indica","leaf spot","leaf_spots","leaf_spots"
"Distocercospora livistonae","leaf spot","leaf_spots","leaf_spots"
"Distocercospora pachyderma","leaf spot","leaf_spots","leaf_spots"
"Distocercosporaster dioscoreae","leaf spot","leaf_spots","leaf_spots"
"Distomycovellosiella brachycarpa","leaf spot","leaf_spots","leaf_spots"
"Dothidea reticulata","leaf spot","leaf_spots","leaf_spots"
"Dothiora bupleuricola","leaf spot","leaf_spots","leaf_spots"
"Dothiorella bokensis","leaf spot","leaf_spots","leaf_spots"
"Drechslera erythrospila","leaf spot","leaf_spots","leaf_spots"
"Drechslera fici","leaf spot","leaf_spots","leaf_spots"
"Drechslera incurvata","leaf spot","leaf_spots","leaf_spots"
"Drechslera micropus","leaf spot","leaf_spots","leaf_spots"
"Drechslera papendorfii","leaf spot","leaf_spots","leaf_spots"
"Elsinoë eelemani","leaf spot","leaf_spots","leaf_spots"
"Elsinoë eucalypticola","leaf spot","leaf_spots","leaf_spots"
"Embellisia chlamydospora","leaf spot","leaf_spots","leaf_spots"
"Entylomella armoraciae","leaf spot","leaf_spots","leaf_spots"
"Entylomella aspidii","leaf spot","leaf_spots","leaf_spots"
"Entylomella premnicola","leaf spot","leaf_spots","leaf_spots"
"Entylomella variabilis","leaf spot","leaf_spots","leaf_spots"
"Epicoccum catenisporum","leaf spot","leaf_spots","leaf_spots"
"Epicoccum dendrobii","leaf spot","leaf_spots","leaf_spots"
"Epicoccum duchesneae","leaf spot","leaf_spots","leaf_spots"
"Epicoccum layuense","leaf spot","leaf_spots","leaf_spots"
"Epicoccum viticis","leaf spot","leaf_spots","leaf_spots"
"Eucasphaeria rustici","leaf spot","leaf_spots","leaf_spots"
"Exobasidium deqenense","leaf spot","leaf_spots","leaf_spots"
"Exobasidium yunnanense","leaf spot","leaf_spots","leaf_spots"
"Exophiala eucalypti","leaf spot","leaf_spots","leaf_spots"
"Exosporium acrocomiae","leaf spot","leaf_spots","leaf_spots"
"Exosporium depazeoides","leaf spot","leaf_spots","leaf_spots"
"Exosporium livistonae","leaf spot","leaf_spots","leaf_spots"
"Exserohilum corniculatum","leaf spot","leaf_spots","leaf_spots"
"Exserohilum neoregeliae","leaf spot","leaf_spots","leaf_spots"
"Fusarium minutissimum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium ahmadii","leaf spot","leaf_spots","leaf_spots"
"Fusicladium betulae","leaf spot","leaf_spots","leaf_spots"
"Fusicladium caricae","leaf spot","leaf_spots","leaf_spots"
"Fusicladium caricinum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium carpineum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium catenosporum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium depressum var. sii","leaf spot","leaf_spots","leaf_spots"
"Fusicladium diedickeanum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium effusum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium effusum var. carpineum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium effusum var. carpinum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium humile","leaf spot","leaf_spots","leaf_spots"
"Fusicladium junci","leaf spot","leaf_spots","leaf_spots"
"Fusicladium levieri","leaf spot","leaf_spots","leaf_spots"
"Fusicladium martianoffianum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium nebulosum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium peucedani","leaf spot","leaf_spots","leaf_spots"
"Fusicladium phillyreae","leaf spot","leaf_spots","leaf_spots"
"Fusicladium robiniae","leaf spot","leaf_spots","leaf_spots"
"Fusicladium romellianum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium scillae","leaf spot","leaf_spots","leaf_spots"
"Fusicladium scribnerianum","leaf spot","leaf_spots","leaf_spots"
"Fusicladium spiraeae","leaf spot","leaf_spots","leaf_spots"
"Fusicladium subsessile","leaf spot","leaf_spots","leaf_spots"
"Fusicladium veronicae","leaf spot","leaf_spots","leaf_spots"
"Fusicladium virgaureae","leaf spot","leaf_spots","leaf_spots"
"Fusicladosporium effusum","leaf spot","leaf_spots","leaf_spots"
"Fusicladosporium humile","leaf spot","leaf_spots","leaf_spots"
"Fusicoccum vitifusiforme","leaf spot","leaf_spots","leaf_spots"
"Fusidium adoxae","leaf spot","leaf_spots","leaf_spots"
"Fusidium ajugae","leaf spot","leaf_spots","leaf_spots"
"Fusidium asteris","leaf spot","leaf_spots","leaf_spots"
"Fusidium banksianum","leaf spot","leaf_spots","leaf_spots"
"Fusidium coccineum","leaf spot","leaf_spots","leaf_spots"
"Fusidium crataevae","leaf spot","leaf_spots","leaf_spots"
"Fusidium geranii","leaf spot","leaf_spots","leaf_spots"
"Fusidium punctiforme","leaf spot","leaf_spots","leaf_spots"
"Fusidium roseum","leaf spot","leaf_spots","leaf_spots"
"Fusisporium concors","leaf spot","leaf_spots","leaf_spots"
"Fusoma inaequale","leaf spot","leaf_spots","leaf_spots"
"Fusoma rubricosum","leaf spot","leaf_spots","leaf_spots"
"Gloeocercospora alascensis","leaf spot","leaf_spots","leaf_spots"
"Gloeosporium bokense","leaf spot","leaf_spots","leaf_spots"
"Gloeosporium brunneum","leaf spot","leaf_spots","leaf_spots"
"Gloeosporium castagnei","leaf spot","leaf_spots","leaf_spots"
"Gloeosporium hamamelidis","leaf spot","leaf_spots","leaf_spots"
"Gloeosporium meinersii","leaf spot","leaf_spots","leaf_spots"
"Gloeosporium populi","leaf spot","leaf_spots","leaf_spots"
"Gonatophragmium epilobii","leaf spot","leaf_spots","leaf_spots"
"Graphiopsis geranii","leaf spot","leaf_spots","leaf_spots"
"Graphium geranii","leaf spot","leaf_spots","leaf_spots"
"Graphium ligulariae","leaf spot","leaf_spots","leaf_spots"
"Graphium trifolii","leaf spot","leaf_spots","leaf_spots"
"Guignardia calami","leaf spot","leaf_spots","leaf_spots"
"Guignardia concinna","leaf spot","leaf_spots","leaf_spots"
"Guignardia ellipsoidea","leaf spot","leaf_spots","leaf_spots"
"Guignardia gaultheriae","leaf spot","leaf_spots","leaf_spots"
"Guignardia miconiae","leaf spot","leaf_spots","leaf_spots"
"Guignardia morindae","leaf spot","leaf_spots","leaf_spots"
"Guignardia musicola","leaf spot","leaf_spots","leaf_spots"
"Guignardia philoprina","leaf spot","leaf_spots","leaf_spots"
"Guignardia reticulata","leaf spot","leaf_spots","leaf_spots"
"Guignardia rhodorae","leaf spot","leaf_spots","leaf_spots"
"Harknessia eucalyptorum","leaf spot","leaf_spots","leaf_spots"
"Harknessia uromycoides","leaf spot","leaf_spots","leaf_spots"
"Harknessia weresubiae","leaf spot","leaf_spots","leaf_spots"
"Harpographium volkartianum","leaf spot","leaf_spots","leaf_spots"
"Helicomina cylindrata","leaf spot","leaf_spots","leaf_spots"
"Helicomina trichophila","leaf spot","leaf_spots","leaf_spots"
"Helminthosporiella stilbacea","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium alpiniae","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium cheiranthi","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium clavatum","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium erythrospilum","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium helianthi","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium incurvatum","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium micropus","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium nanum","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium petersii","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium smyrnii","leaf spot","leaf_spots","leaf_spots"
"Helminthosporium vitis","leaf spot","leaf_spots","leaf_spots"
"Heteroconium eucalypti","leaf spot","leaf_spots","leaf_spots"
"Heteroconium kleinziense","leaf spot","leaf_spots","leaf_spots"
"Heterophoma verbascicola","leaf spot","leaf_spots","leaf_spots"
"Heterosporium variabile","leaf spot","leaf_spots","leaf_spots"
"Hyalodictys degenerans","leaf spot","leaf_spots","leaf_spots"
"Hyalosphaera miconiae","leaf spot","leaf_spots","leaf_spots"
"Hyalosphaera ornata","leaf spot","leaf_spots","leaf_spots"
"Hyalotheles dimerosperma","leaf spot","leaf_spots","leaf_spots"
"Hyphopolynema ingae","leaf spot","leaf_spots","leaf_spots"
"Hypospila eucalypti","leaf spot","leaf_spots","leaf_spots"
"Inocyclus angularis","leaf spot","leaf_spots","leaf_spots"
"Isaria episphaeria","leaf spot","leaf_spots","leaf_spots"
"Isariopsella ecuadorensis","leaf spot","leaf_spots","leaf_spots"
"Isariopsella paspali","leaf spot","leaf_spots","leaf_spots"
"Isariopsella vossiana","leaf spot","leaf_spots","leaf_spots"
"Isariopsis alborosella","leaf spot","leaf_spots","leaf_spots"
"Isariopsis annonarum","leaf spot","leaf_spots","leaf_spots"
"Isariopsis anonarum","leaf spot","leaf_spots","leaf_spots"
"Isariopsis bulbigera","leaf spot","leaf_spots","leaf_spots"
"Isariopsis carnea","leaf spot","leaf_spots","leaf_spots"
"Isariopsis dearnessii","leaf spot","leaf_spots","leaf_spots"
"Isariopsis ecuadorensis","leaf spot","leaf_spots","leaf_spots"
"Isariopsis episphaeria","leaf spot","leaf_spots","leaf_spots"
"Isariopsis grevilleana","leaf spot","leaf_spots","leaf_spots"
"Isariopsis mespili","leaf spot","leaf_spots","leaf_spots"
"Isariopsis veronicae","leaf spot","leaf_spots","leaf_spots"
"Isariopsis volkartiana","leaf spot","leaf_spots","leaf_spots"
"Kabatiella microsticta","leaf spot","leaf_spots","leaf_spots"
"Kabatiella proteae","leaf spot","leaf_spots","leaf_spots"
"Kabatiella zeae","leaf spot","leaf_spots","leaf_spots"
"Kirramyces angophorae","leaf spot","leaf_spots","leaf_spots"
"Kirramyces corymbiae","leaf spot","leaf_spots","leaf_spots"
"Kirramyces eucalypti","leaf spot","leaf_spots","leaf_spots"
"Kirramyces lilianiae","leaf spot","leaf_spots","leaf_spots"
"Kirramyces stellenboschiana","leaf spot","leaf_spots","leaf_spots"
"Kirramyces toledana","leaf spot","leaf_spots","leaf_spots"
"Laestadia rhodorae","leaf spot","leaf_spots","leaf_spots"
"Lecanostictopsis eucalypti","leaf spot","leaf_spots","leaf_spots"
"Lembosia dianesei","leaf spot","leaf_spots","leaf_spots"
"Leptosphaeria avenaria","leaf spot","leaf_spots","leaf_spots"
"Leptosphaeria jonkershoekensis","leaf spot","leaf_spots","leaf_spots"
"Leptosphaeria michotii","leaf spot","leaf_spots","leaf_spots"
"Leptosphaerulina australis","leaf spot","leaf_spots","leaf_spots"
"Leptosphaerulina trifolii","leaf spot","leaf_spots","leaf_spots"
"Leptothyrium populi","leaf spot","leaf_spots","leaf_spots"
"Lewia avenicola","leaf spot","leaf_spots","leaf_spots"
"Lewia ethzedia","leaf spot","leaf_spots","leaf_spots"
"Lewia hordeicola","leaf spot","leaf_spots","leaf_spots"
"Lophodermium circinatum","leaf spot","leaf_spots","leaf_spots"
"Lophodermium mangiferae","leaf spot","leaf_spots","leaf_spots"
"Lophodermium vagulum","leaf spot","leaf_spots","leaf_spots"
"Macgarvieomyces borealis","leaf spot","leaf_spots","leaf_spots"
"Macgarvieomyces luzulae","leaf spot","leaf_spots","leaf_spots"
"Macrophoma cordylines","leaf spot","leaf_spots","leaf_spots"
"Macrophoma cruenta","leaf spot","leaf_spots","leaf_spots"
"Macrophoma linderae","leaf spot","leaf_spots","leaf_spots"
"Macrosporium brassicae","leaf spot","leaf_spots","leaf_spots"
"Macrosporium brassicae var. macrosporum","leaf spot","leaf_spots","leaf_spots"
"Macrosporium cheiranthi","leaf spot","leaf_spots","leaf_spots"
"Macrosporium citri","leaf spot","leaf_spots","leaf_spots"
"Macrosporium gossypinum","leaf spot","leaf_spots","leaf_spots"
"Macrosporium lallemantiae","leaf spot","leaf_spots","leaf_spots"
"Macrosporium macrosporum","leaf spot","leaf_spots","leaf_spots"
"Macrosporium malvae-vulgaris","leaf spot","leaf_spots","leaf_spots"
"Macrosporium nerii","leaf spot","leaf_spots","leaf_spots"
